,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA
,d1,d2,d3,d4,d5,d6,d7,d8,d10
SPAC2F7.16c,0.1776427368044364,0.1297813805091104,0.36511005486007025,0.428997553624064,0.7545488255239015,-0.5948279545316841,-0.39436879039597983,0.014211114119418888,-0.09461934229739222
SPAC2F7.17,-0.02247666790599956,-0.022299056562829045,-0.16661825879912695,-0.1478321402002074,0.3013649291870233,1.616527609515818,1.0409622593978745,-0.21426903862750724,0.17519050415107706
SPAC2G11.02,0.8747383604890118,-0.49618824967756847,-0.21703139410714478,-0.53141582837138,0.06211308195791343,0.5011645806975389,0.4341478788103459,0.09905222107915423,0.06926099188372581
SPAC2G11.03c,-0.24555499550042256,0.1751532695545026,0.41452180679051664,0.3289624610778753,0.5517468251616754,-0.584733567966878,-0.4011435004418769,-0.20611695638233432,-0.1969303064119273
SPAC2G11.05c,0.058940745329326805,-0.15749151281691487,0.060067227044775184,-0.22303736352857317,-0.27815418124107816,0.08629425414778077,0.07760390586300109,0.0660446588689933,-0.08208357154306073
SPAC2G11.06,-0.7555006538465443,0.24305465852187252,0.377996158812587,0.2924268222778538,0.06412533557856742,-1.230339449671657,-0.12836109679148777,-0.06566196564729454,-0.15931310879264027
SPAC2G11.07c,-1.334017451715382,0.21814446071840266,0.43041606895330864,0.4154376199720576,1.14730716540439,-0.15330473093327912,0.24504175845272536,-0.07929118950086345,-0.8199017258708585
SPAC2G11.09,-0.3166555439107439,-0.11534813047353254,-0.18942703967082208,-0.13533218317825502,-1.140381702922196,1.2214361777676455,0.15469249518487319,0.29364994270592304,0.10414272507117206
SPAC2G11.10c,0.18925817010003715,-0.5192330408402581,0.448030333674083,0.3546725975363684,-0.8916036273520357,0.14012729950288785,0.25411660424436244,0.07289616916547592,0.1897425563737492
SPAC2G11.11c,0.3462329290477457,-0.26753624865144426,0.10681117982244842,0.21502773981905382,0.292391534456079,0.04548476204622176,-0.09836537707893633,-0.022491947381633848,0.017874506051717698
SPAC2G11.14,-0.4697529318838311,0.07431601268773429,-0.1153141854969467,-0.037653417051034116,0.08564995472975895,0.2893382142807306,-0.19897920239345213,0.12020312974605554,0.4190676056729079
SPAC2G11.15c,0.4447108057345727,-0.18572842575980197,0.16178387729923627,0.07700032300700405,-0.31273809564046395,-0.6695109009198621,0.1343309454309604,-0.04858201353782482,0.07583399188155293
SPAC2H10.02c,-0.213156173080697,0.490483053209727,0.32356142943820826,-0.29814375141576405,-0.6764155355580845,-0.3548637335495825,0.21187693961438686,0.16255145533087673,0.25134094046926775
SPAC30.01c,0.9695166397422053,0.19750785145453584,0.03617398170763464,-0.4216592511758485,-0.290395474183147,-0.5762454966314363,0.13699886075374246,0.1370832893345343,-0.07215220511345188
SPAC30.03c,0.19527758158612255,-0.05805387277070108,0.5214619297283148,0.5619994344248815,1.5369977600542395,-1.461818848460783,-0.6816272478659926,-0.3656232338847192,-0.36118377121161704
SPAC30.04c,-1.2735185312287889,0.5289906301678807,0.2439244097304306,0.08877870462583493,0.17521389347703442,-1.8807246478648934,0.055667856136962124,0.17701490063242986,0.06048491739401707
SPAC30C2.02,-0.40616850409825317,-0.8417917861668083,-0.5217859045517134,-0.01863808910465692,0.8951893686828658,0.072740478071918,-0.12145531822723926,0.004670574627703983,-0.1156983008055742
SPAC30C2.04,0.4960700588868632,-0.5126346803318746,0.09594645450780614,0.2783731892933792,0.0065115518926063265,-0.5577643912488693,-0.2504936142933236,-0.08209444087416884,0.010911057252048106
SPAC30C2.06c,-0.1401754111871843,0.3025155913608018,0.08286712789027229,-0.1726874465523774,-0.2067424911260815,0.9417588949774905,-0.39355499508235603,-0.15825356618154202,-0.08111845026443215
SPAC30C2.08,-0.07578293948189542,0.41487562340981826,0.6433559426702318,0.49081760446431044,0.6481461772893611,-1.8522995845786756,-0.3048195404973165,-0.08935416002650776,-0.19130533661284488
SPAC30D11.01c,-4.302777540862179,0.4561910239805558,0.4115160539913254,0.7757712322934815,0.5190074498514415,-1.1940355084361345,0.12508782501973514,0.18707997801807696,-0.11492695364670502
SPAC30D11.03,0.3727415003268072,-0.8622453171729818,-0.19268747925429885,0.14779532772197368,-0.2872231183209375,0.7029662169967854,0.07580592774031802,0.04318762862930192,0.24261616301076516
SPAC30D11.04c,-0.12685891042354464,-0.3196598773836596,-0.009188279424702003,-0.3207984178419037,-0.6491119629784141,0.1581550095243638,0.16674924908649225,0.3264090445780449,0.42441454035674786
SPAC30D11.08c,1.2140114583337327,0.38802372160879517,-0.2068268866877876,-1.063839913670798,-0.3536876391561936,0.024677593122779923,0.3891547030041443,0.1515466051601345,0.17457219407446767
SPAC30D11.09,0.21058020878309835,0.2268224160649248,0.16803698306948223,0.146549710983356,0.9487777772903234,-1.038863217752149,-0.28776163566279567,-0.023713562988708747,0.09974557409937607
SPAC30D11.10,-0.31854974475584924,0.06198279079190615,-0.5285882665047581,-1.3165098225701688,-0.7585764474538608,1.6610326998623919,0.3079932004516788,0.2339485247331879,0.005649653049896841
SPAC30D11.11,-1.0418829558430107,-0.19586356896151913,-0.037500707121531196,0.10709022800966261,-1.077334221993863,1.3016997760020543,0.057418060034709284,0.2716911827948191,0.1497788367356616
SPAC30D11.12,2.7587877950610618,-1.053241452718449,-0.9500921767996402,-0.113763909655904,-1.0519566244171212,0.16588948223250233,0.639733494963554,-0.09756313654259041,-0.12397038561875706
SPAC30D11.13,0.12094014821455845,-0.47587003788532384,-0.1832803944002258,-0.1783642813663016,-0.20571898531058497,-0.1770904212992797,0.11651085031015562,0.05003975711345293,0.06870007289439228
SPAC30D11.14c,0.016120855498869935,-0.30240453707869946,-0.3065912670863592,0.06363156015962856,0.4423623863740691,0.3511011589367418,0.012209688516841847,0.09439425148823198,0.05170245482194594
SPAC31A2.02,0.23390592267717822,-0.5474110643761565,-0.25684722807176585,0.07975732029299254,0.08499296518077848,0.36977134382390175,-0.0628842610229175,-0.021711666916362782,0.20772589347314713
SPAC31A2.03,0.4876509952389627,0.13706043703233878,0.27345200766879363,0.4347709203389075,0.8810417388633882,-1.3583520479339861,-0.6007534212878609,-0.2793891654859152,-0.25569057623218167
SPAC31A2.04c,-0.4832683854910545,0.491753028900446,0.45105737747274477,0.22336208568361166,0.985445829872358,-1.2435715921436723,-0.16630320422509534,-0.35318009715157006,-0.2595176895360784
SPAC31A2.05c,2.2477899970583595,-0.6464383270481426,-0.5363894311935704,-0.5281321157771164,-1.027912536792844,-0.5598146086801958,0.6244998657606975,0.1346724108934101,-0.0449606131506779
SPAC31A2.07c,0.8787839590908908,-0.301270721068033,-0.09183397591816814,0.04385144625222716,-0.6546576034047517,0.4964687202525967,0.16356186744715412,0.12469149850087898,0.3148770798519335
SPAC31A2.08,-0.051000926628385956,0.02633143386239828,-0.3808000143622897,-1.064181142450666,-1.2745287316665308,1.7363870410709228,0.4571811371933551,0.02904404697416066,0.09570735330978278
SPAC31A2.09c,0.4285144977243713,0.09063688916730456,-0.2753956323318769,-1.2001611331762803,-1.2561417340792145,2.1301861692024815,-0.0323295131009978,0.15211065524442452,0.1852852399313587
SPAC31A2.10,1.0878950715927571,0.04213411349688112,-0.464102711400705,-1.5427624603572498,-1.327391459932373,2.3731560840947026,-0.16327765895635216,0.11365339554723847,0.03912500231176563
SPAC31A2.12,-0.39041879432419324,-0.3999690217780874,0.00998334379586624,0.46108926893641616,1.4194665923481984,0.12256892045321699,-0.6727276576150273,0.07687483880563917,-0.09674136472709371
SPAC31A2.13c,0.42825513366635926,0.053257792622607325,-0.09166669746369882,-0.15746184142501585,-0.7479834252486829,0.7159640703642502,0.1289768398577441,-0.1648627739959559,-0.03984356122519994
SPAC31A2.14,-0.5241082623496377,0.15103566194785728,0.12629429273419435,0.07247376967289426,-0.4333194214164985,-0.2560581822055302,-0.17512293582030963,0.2694392465172048,0.14869614525979602
SPAC31A2.15c,-0.16288407974138952,-0.16639565277793508,0.053228657710844784,0.2549622236822623,0.12066585756892345,-0.7351292484571679,-0.2532201015608837,0.004540232355332019,0.005618588706739203
SPAC31A2.16,-0.24650235558943345,-0.41635479670875,-0.07592863608743347,0.21299282935685881,-0.08507183832945522,-1.105278128121162,0.29692125301816596,0.004477017877394185,0.11796984609821626
SPAC31F12.01,0.6411191719859468,0.3420419187601137,0.3776376955073182,0.4903866801786697,1.6053905320224537,-1.9789890574150248,-0.40436699630666273,-0.1509474105281004,-0.38510579842596543
SPAC31G5.04,0.28401400534803267,-0.3098972004480727,-0.8629613178709676,-0.22216264414709475,0.42626582801173907,0.41599367636385143,0.24597630261538672,0.12204087079182369,0.2690017268607994
SPAC31G5.05c,-0.6925851971993138,0.021422537750818815,0.1703244838614022,0.16058603345165023,-0.19249414068941606,-0.688460859451874,-0.03929101063690155,-0.09398228976043232,-0.006822750489058116
SPAC31G5.08,-0.7791668703967318,-0.3594818595602641,-0.13130440669684063,-0.009279568562259977,0.5552707076927914,-0.31443431248639603,-0.014788347729623397,-0.07220949913700075,-0.021275159468200966
SPAC31G5.09c,-1.6855895982137308,-1.7185056551725306,-1.148334219584726,-1.0964066940514186,-0.2957956123637997,0.32722103391126733,0.06594511011157866,-0.11225173692007795,0.010845548583382048
SPAC31G5.13,-0.4433668958690395,0.5205379378194939,0.5709617171012502,0.35828192614552845,0.9568699409668698,-1.5205080735884982,-0.28981601409255264,-0.106591035956071,-0.09706594481769926
SPAC31G5.14,-0.26700417945260746,-0.0025376092563038632,-0.337853379015008,0.05299432458410114,0.5179517774974967,0.5683674883779307,0.03237380693585068,-0.07433757369587968,-0.3371263635983974
SPAC31G5.15,-0.6623742270644924,0.007247922027338927,0.143167021206792,0.3530580220723784,1.4990838502498618,-0.42382009366083917,-0.48468685983970816,-0.07429792056419593,-0.2703678637141948
SPAC31G5.16c,-0.18846996578886516,0.25422210432220904,-0.1076856855717816,0.011332727054235658,0.15358428654000145,-0.431699502423464,-0.07149997359630811,-0.05708871760931558,0.041874243419571744
SPAC31G5.17c,2.8152242019815734,-0.796053421132716,-1.0795300259570977,-0.12449416619333631,-0.6971391758414738,-0.4596049578844488,0.07051665563094334,0.19674335786734076,0.025692313092797292
SPAC323.02c,-0.4513423001825294,0.5656165179833667,0.22788404078286695,0.05259004190739734,0.4179908466366943,-1.2060153868111716,0.007314014235199728,-0.20708409229685465,-0.11215003716580729
SPAC323.04,-0.23005860621207486,0.41219819287834186,-0.5366878062933651,-0.46485677204659825,-0.44017348819811364,0.7773588699779368,-0.36694284998752136,0.0298430480264118,0.0605909630223187
SPAC323.06c,-0.2580655967399117,0.24648940220132642,0.33135820093116974,0.11598918733980601,-0.5283972370908068,0.841536613214668,-0.2515395371495259,0.09968990358662033,0.07002933734744743
SPAC323.07c,-1.8193012425237354,0.5615183665267085,-0.47326589747769876,0.08183890472714109,1.5098813344114717,-1.0072580535331237,-0.35981382535227313,-0.17049193867683793,-0.09971131755016086
SPAC328.02,0.03327983823098793,0.28731798434881156,0.7026536811919073,0.7396283736479281,0.4315703802268438,-1.367360350504069,-0.33176579363839787,-0.024738328799697284,0.13841825634916283
SPAC328.03,-0.1891756030805135,0.7672184296556404,1.032236030256898,0.7210232428494221,0.9578495540404517,-2.2595099787005855,-0.5944937038739253,-0.1427277891439942,-0.38666731598916426
SPAC328.04,-0.21796199870421712,0.17802818719758506,0.04915284740497383,0.17902632864298473,0.6059007747356484,0.9956604323113347,-0.2476758318946337,0.4281099079550299,-0.007189789263561508
SPAC328.06,0.5640392301920332,0.11250740494093364,0.12429894623367821,-0.4167408164912018,-1.2780848609014215,0.5082207008503943,0.37569168011875803,0.31345765921662017,0.05763240358692909
SPAC328.09,-0.4491502627232973,-0.258022506759337,-0.604002779835939,-0.22875019605137337,0.35922816242657496,1.878173977251044,0.02091696315261904,0.09123222600620728,-0.05686861943792876
SPAC328.10c,2.197957574350676,-0.9188228274404762,-0.8289989436900225,-0.047436550544525335,-0.1372758870437356,-0.5992197176317644,0.3059950170332033,0.03112604289300691,-0.11986739492463228
SPAC32A11.02c,-0.08109960947546524,0.0804595222483866,0.1749085820128634,0.29380751044972386,0.781041410056978,2.061611135310745,-0.2955742060630686,1.0890189139282147,0.8095536473678084
SPAC32A11.03c,-0.6008742999837251,0.2742726332269086,0.020403817208747066,0.22853973283425644,-0.900956093681056,1.5035823313941825,0.05426361635296906,0.1960409935682339,0.14286198799831862
SPAC32A11.04c,-0.6243343602609304,0.03808284617608562,0.32153847165144456,0.06727633076593509,-0.21125499497352668,-0.7237973769922181,0.18720278532538306,0.03723934406976426,0.07559444220038597
SPAC343.01c,-0.22664447590159484,-0.23294182495515103,-0.2082608204795302,0.058277966429478245,0.9065373830578455,0.5014011652976602,-0.477291910565553,0.11436828170902866,-0.041063230059195155
SPAC343.02,0.09309257051725167,0.006793802259417309,-0.001290174228148644,0.24571470370934856,0.029232259733358967,0.1603218199622257,-0.4245157898990861,-0.21128515252053187,-0.07537895192399768
SPAC343.04c,-0.9581839456899768,0.2264638876567542,0.5216565712262158,0.3289034957748921,0.4285614599986243,0.01630556765680824,-0.5618904176134923,-0.07522872323757046,-0.07226822306804959
SPAC343.05,-1.011452171902892,0.060033017606504036,-0.3483812499295713,-0.39409046872088727,-0.13999058497537487,0.7560721985354966,-0.3742873603278878,0.1278306909912419,0.0957799256133427
SPAC343.06c,0.29083908775366,0.28639688063937063,-0.24036724433704093,-0.231146234977763,0.22113433638556912,0.20813339048931545,-0.07293848900428257,0.18159784710763827,0.12526662318301374
SPAC343.07,0.16039917065100617,2.1448208097009527,1.9868817616370928,1.0980631796825708,0.8689954134342761,-2.589147199251162,-0.14516854960358128,-0.20198539294705942,-0.8506663980755054
SPAC343.09,2.331955464176385,-0.2909891280561294,0.19299446858744052,0.12001275711505399,0.5880905533868497,-1.5965279792794345,-0.4309563732035726,-0.17740182067722685,-0.21795210550335856
SPAC343.10,0.09485628119710465,-0.04792550045192784,-0.07245048196610732,-0.6289544884488529,-0.10164565651345159,0.7143789466756288,0.3577254267956561,0.1501914095279819,0.18993412248370198
SPAC343.11c,-0.14915943610463017,0.5802025588922894,0.4502423006238965,0.5209453838375377,0.4074453161451346,-1.6618829868045246,0.01607030200527948,0.07832836486422795,0.19274410149374815
SPAC343.12,-0.919982599822276,0.40190288603567026,-0.10196977077288694,-1.171130886045495,-0.544411988076194,1.1373346198441732,1.5534191651546303,1.423859532966617,0.9933780358639468
SPAC343.13,-0.2840674128118567,0.02670363945201537,0.06496790491222833,0.23924733776800544,0.38765220142696255,0.3333599963132835,-0.24872444387164416,-0.13555377100803756,0.0741530247477874
SPAC343.14c,-0.5091294695451885,0.32310318462220544,0.023023654152480713,0.24009063870164477,0.8567876393869185,-1.0945422033103198,-0.047955641848203875,-0.0901766243246851,0.03894176618479575
SPAC343.16,2.1805749044762757,-0.22756559312120023,-0.6847120050426788,-0.4399239118436368,-0.16063918268584154,-0.6400470127341744,-0.25107302626578654,-0.00012801164597631143,-0.08800862044489532
SPAC343.17c,0.01505898145134879,0.2855878957220752,0.329719900287884,0.3085585246425012,-0.02457507871403375,-1.2451901447544023,-0.11630744267737458,0.04267880326722376,0.01959326351125046
SPAC343.19,-0.24248692857346038,0.0403389807478953,0.0746840919800394,0.2448028744916172,-0.16607631909178663,0.10845430378626374,0.3147069626407354,0.08516310706575425,-0.12558621014463733
SPAC3A11.02,0.5773582046220276,0.4565491203984178,0.6300538519278247,0.7882367703949937,2.068063534033673,-2.318361938999019,-0.4438859280499938,-0.3640902995768316,-0.6970223772991435
SPAC3A11.04,-0.08497655536503079,0.1779577263304326,0.33919895552719914,0.1036735585197106,-0.5980628082794496,-0.19730592032720237,0.6106569892566537,0.1383814817323652,-0.13921921283525762
SPAC3A11.06,-0.2338930997304155,-0.1530947610835136,0.37939486633931996,-0.022267985168733073,-0.6424264408924347,0.13203883550877804,-0.24537254277083365,0.3251887396988492,0.3419594903306524
SPAC3A11.07,-1.7080056913255257,-0.9256216374166422,-0.4837260082563377,0.3298174402223646,1.3213739292402964,-0.5236070355772018,-0.7504023601849037,-0.024154786384110505,0.13788213318686093
SPAC3A11.08,-0.1111726879263247,-0.08325254338224089,0.1357904051878534,0.07251893894013867,0.0034230749292427642,0.11407732935326598,-0.09233945437932722,-0.005641007654354491,0.036743686260016395
SPAC3A11.10c,-3.106000484453064,0.18445200686734098,-0.36568595554428684,-0.24980880371407088,0.6629422653971897,2.3865719676294734,-0.4575437458101145,-0.14184549708787997,0.18125750994043643
SPAC3A11.11c,-0.27464676681488115,0.17707457063442386,0.2261834258503609,0.1122644192915908,-0.5301905566126048,-0.2977343774815704,0.4444884372782484,0.08286856294342083,0.03556539209777683
SPAC3A11.12c,0.19068265751868174,0.2511018058332166,0.1633992361843375,0.0808450706207906,0.5045299518290753,0.08273158077829912,-0.47053424649348763,-0.48726102062200427,-0.14310209117736106
SPAC3A11.13,0.059817480547675383,-0.3780836402452392,0.07811542846220937,0.12807741862926195,-0.25154286741769905,0.27538321891138773,-0.029362012719255426,-0.014898856236212316,0.08805651918008084
SPAC3A12.02,0.8743173655233858,0.39835313547565876,0.10917927196947375,-0.28903922351534383,-0.5580615382721464,-0.40005031589275697,0.446072644911537,-0.24173814040737832,-0.05249853612074418
SPAC3A12.05c,-0.4668160637574967,0.26893815419491207,-0.07565390080619439,-0.2748145987070626,-0.3158190049063916,0.37966658873492504,0.19266177765561837,0.24540392428562807,0.15247014226441902
SPAC3A12.07,0.7682460173189513,-0.2548255089645595,-0.42678873510474163,0.10511399232164131,0.5066392584962364,0.10716496258956655,-0.19735533793159732,-0.151505816559932,-0.07698486074432875
SPAC3A12.08,-0.7788035796239605,0.4593463998029074,0.6943299900951532,0.3878891841114096,-0.41154165424006184,-0.7251387617926544,0.17578799047366656,0.05784317004141071,-0.02063590033316276
SPAC3A12.11c,0.33566696293290843,-0.08499236117858314,-0.17079674443036796,-0.22828822514470307,0.07399419892425887,0.5212434202408419,0.010287523920242014,0.032494992249301136,0.2489342308627528
SPAC3A12.12,0.0928343446750175,-0.3760101014911044,0.17906056240278145,0.31827109820060157,0.3430005129191128,-1.2769510690525336,-0.20382159304817749,-0.14717078540176942,0.0486822789636856
SPAC3A12.13c,0.3522137162055017,-0.16165706034772603,0.517443279035232,0.6918173419065655,1.2685361181510648,-2.039871025239775,-0.4880465581351982,-0.282854010618117,-0.2638902753801361
SPAC3A12.14,-0.8259868688535903,0.6407666360281543,0.5489494014103536,0.651813783627982,1.7262371630215765,-1.6451814109643021,-0.6123169323592983,-0.19614378577730388,-0.07416028823225489
SPAC3A12.17c,-0.8369014775815925,0.026519001265643966,-0.6250663544699128,-0.8017767487812039,-0.23216796214243618,2.118885077905789,0.24402570699942616,0.18686706610081472,0.1849387486270757
SPAC3A12.18,-0.28077793812421836,0.9484494092537922,0.07292518630330179,-0.4310392521579936,-0.7390549121432395,-1.0456016044250136,0.18855423912985092,0.14938923848052,0.11004793641512434
SPAC3C7.02c,-2.219874243259878,-0.03416564596397409,0.2520769126097089,-0.07879583407277546,0.37998609116831394,1.9056813737104328,1.1865888810532699,1.7957461493700304,0.21314294013048496
SPAC3C7.05c,-1.5430163947238364,0.6331876691893764,1.1493605952872685,0.47901944664265894,0.5446581965314321,-1.168901192356066,-0.3283373112697636,0.302320988188002,0.7921002351994721
SPAC3C7.07c,-0.16289988772242142,0.044056650809292774,-0.05620708194485852,0.010151722271158792,-0.4930064027950665,-0.22273161720401546,-0.05835445763283531,0.07960080168158923,0.10589786990702238
SPAC3C7.08c,0.6662223549964098,-0.2851317147250002,0.04549952519414893,-0.06739702140272716,0.1288182512182836,-0.882331007716099,0.21061118878858665,0.32264900652079337,0.1978967827676565
SPAC3C7.10,0.12641349512318376,0.10980646915251394,0.011590168577350207,-0.07364773978918898,-0.48416193937432045,0.1899900345271639,-0.12016498218839132,0.0008159344008583092,0.045496112007892
SPAC3C7.11c,1.7975685756702084,0.4307006040935549,-0.04462670262498958,-0.046811108676597435,0.6678059657678006,-1.829548314829708,-0.5417008486409949,-0.21384185701936997,-0.2930949238502567
SPAC3C7.12,-0.8381972042544323,0.25874181120911316,0.09111102427717604,0.5659228232101103,0.8059341145003364,-1.2800149587967917,-0.31166743129822916,-0.1229786247722342,-0.06292641661676224
SPAC3C7.13c,-0.20945311331883765,0.6019765413611123,0.44236494402569604,-0.3461794165499039,-0.6776651760015899,1.124549986337163,-0.4696694215042052,0.9573958785829744,0.6124373943928978
SPAC3C7.14c,-1.236034278384671,-0.505539595144413,-0.6001725857331373,0.018882537577212588,1.787412211738289,0.36126553086914237,-0.09972458027394948,-0.4300387673772006,-0.4211518784843631
SPAC3F10.03,1.223642202042138,-0.328387166425152,-0.2732528879804208,0.2000905803613539,0.03739653226434764,-0.6704909866336395,-0.3581596650091535,-0.15613888121519692,-0.25260673499158104
SPAC3F10.04,-0.3300940922771565,0.17013561838263108,-0.02159999469058782,0.20073556910942714,1.1756268308695028,-0.8166347184041377,-0.13435764241505227,-0.4156202293218182,-0.2378779799066167
SPAC3F10.06c,-0.48944044855075886,0.026773680265315736,0.11077581911280948,1.3212254850270033,3.9343013369949986,1.0651749149805774,-0.00171981518107156,-1.0994493821401345,-1.3434189809773178
SPAC3F10.07c,-0.5211756609373185,0.1383042367293283,0.16030583580284444,1.2341737454358428,4.018085942814372,0.8790429398001764,0.20989526054763363,-1.0024601451564852,-1.5292401451323676
SPAC3F10.09,-3.0696394446180055,0.37019544644364666,0.334452086814664,0.3689665909530859,0.7529249449995363,-0.5761925422636527,-0.47165473068350006,-0.14858450825649044,0.015543618617136878
SPAC3F10.11c,-0.8327395669094528,-0.21292470840762645,0.16475794293811163,0.5142489189447655,0.8967650994042119,0.5834951613348189,-1.0105106704635736,-0.09083892954015277,-0.10961494806585528
SPAC3F10.13,-0.27885488938949343,-0.016452420378186186,-0.06866100142231409,-0.20455485226331768,-0.4515615644126534,0.6915359787617033,0.32208508926418483,0.34339016269901623,0.14364102637154352
SPAC3F10.16c,1.1088836738147798,-0.6737862685708856,-0.49286371123179396,-0.09188156681447679,0.18974300961890767,0.6699483886426136,0.07590536334044248,0.05219124255092548,-0.07455038868028016
SPAC3G6.01,0.784631248313286,0.17296416846613044,-0.4312050923970554,-0.6757427340216788,-1.187349739722824,0.8986002109507881,0.00898387145403945,0.19754065150201194,0.20115491679299552
SPAC3G6.02,0.37715251495183844,-0.0553665641629692,-0.017027807852553534,-0.04659851920748398,0.004858539962313835,-0.2987939569853793,-0.2383577229407513,-0.10188853192217262,0.016856256185596385
SPAC3G6.03c,-1.0285841789628707,0.0748933774224998,0.33154927365043174,0.7450126368289278,2.0917497320629446,-0.9142638239516288,-0.6585571697826167,-0.5740265669808005,-0.33367098105576204
SPAC3G6.05,-1.7616555944326109,0.005383596616866937,0.09666037826196994,0.37784203633995217,1.4778229478529854,-0.6115046667768921,-0.335062033178824,-0.004759889355356317,0.19952044580001171
SPAC3G6.06c,-0.5307875031811579,-0.537305522177466,-0.09504598407123943,0.2197917685396643,-0.7890953471694603,0.6950546331737848,0.35241471177078765,0.3909765701571135,0.4197954339988441
SPAC3G6.08,-0.28065741992357396,-0.4496400391035522,-0.08638666697913688,0.45192342997703117,-0.4393069365160174,-0.38465738305846453,0.2343764607203076,0.0689845362491548,0.19863860096292318
SPAC3G6.09c,-1.0164376747516792,0.2889898421421574,0.17093947500161755,-0.1756786763976203,-0.9458727303511889,1.1273170484293757,-0.16230682002291164,0.19110512574988037,0.31431885375775614
SPAC3G6.10c,-0.5120478974280464,0.3521685378319994,0.42881602422434484,-0.12690304817569814,-0.8841501507994539,0.7896863781736019,0.028321680183904907,0.2561420645688787,0.11842625915514671
SPAC3G9.04,-0.47520393247804715,0.1674457137886735,0.3485067788487883,-0.0826090062403862,-0.6586962746510931,-0.6761100361113761,0.36330234394870753,-0.05171631221836459,0.17264475817598834
SPAC3G9.05,-0.5232615937118803,-0.655578927637619,-0.4516502428235216,-0.03937392337112544,-0.5889550648723116,1.3598785237316906,0.32801837795593136,-0.009613938723288806,0.281182516432494
SPAC3G9.06,0.9741649163947996,-0.040228507026459304,-0.028158646621556677,-0.14011542557522605,-0.227026763367014,-0.48754995630024683,-0.4514502291808917,-0.05004335830349449,-0.1645381153589447
SPAC3G9.07c,-0.04925552196958943,0.37527744817337466,0.19393339523241693,0.14321805404648957,0.8105495748462643,-1.5902820125188106,0.06376414063202585,0.02175024728407149,-0.015828035191551793
SPAC3G9.08,-0.4497694943773144,0.07565072276923716,0.05314747219250195,0.5747512048455061,1.6652820415508331,-0.8397352473331532,-0.6545271010350794,-0.21058203526576424,0.004717267126329361
SPAC3G9.09c,1.6588340381766629,-0.3855376828696252,-0.5197157295310498,-0.7444281309963803,-0.45091954416785396,-0.12414677815774944,0.02540856866808605,-0.21399352478316747,0.027327176768559003
SPAC3G9.11c,-1.8584235863720795,0.8051708704410316,0.9129788085920332,-0.4652715098651159,-1.8185321882812493,-0.5451385283756134,0.4670549372761954,0.2515427336437859,-0.0738881302721186
SPAC3G9.13c,0.3500032121692277,-0.5762441780210658,0.08076214386239214,0.5592730141778445,0.9791910099908923,-1.4695195560798284,-0.2120428596544871,-0.2100478548219588,-0.036660322218814545
SPAC3G9.15c,0.588413563875544,-0.2755502969845347,-0.0991388779318269,-0.21119465171834712,-0.5003000083123611,0.7432008243810408,-0.0469872356096941,-0.1099621004552231,0.15365916837555438
SPAC3G9.16c,-0.2012865417781963,0.2971810228996913,0.282875090882352,-0.5774906528726884,-0.9830692223447867,0.8444890083090388,0.07153740853976831,-0.10240738287943763,-0.013623095779580707
SPAC3H1.01c,0.05201947941165033,-0.09565106763193909,-0.01888389611019492,0.04992221910552458,0.3492296020647437,0.24383157337752587,-0.496026176811749,-0.1375252122333568,0.02303033538367516
SPAC3H1.02c,0.29131417433996176,0.5373099725589541,0.45155181098656405,0.06507656074938617,-0.33960130515547177,-0.9237624801690254,0.23950486454949926,0.06625939142830817,-0.05350247510030032
SPAC3H1.03,0.23160776064409552,-0.2646284293891371,0.8094188284642867,0.6292650352739024,1.0961427652282765,-0.3745153031034243,0.11981111998038374,-0.3586911988761723,-0.8308492449211218
SPAC3H1.05,0.36912823365640535,-0.29421688820592135,0.030009519155778645,0.16529967658033906,0.4800211805100932,-0.3284480316483834,-0.218574810404613,-0.5743707476776058,-0.30311076601524367
SPAC3H1.07,-0.30221291911599824,-0.5884227130450561,-0.4513289696757301,0.08586759709898306,0.12745172920652803,-0.35036705379903554,0.05992468722568178,0.09671496793593004,-0.03507877841546092
SPAC3H1.09c,-1.0237333942178315,-0.13838557390412043,-0.18746829423077793,0.18159063024718336,-0.3034701036314844,1.2962814868786223,-0.030452022544214252,0.13504539504605087,0.15261668573238585
SPAC3H1.13,-0.3688350623219931,0.209575424791135,0.4115917690128761,0.40081987070688063,0.44871220211147367,-1.3202492043629794,-0.4290825490867402,-0.04949772410905795,0.08660913744935439
SPAC3H5.06c,1.373962577120103,0.15927434135282836,-0.46231251675251483,-1.4332103421759368,-0.9498922369618286,0.3235827594427997,0.5144728552745147,0.08782509992317228,0.0867292457982034
SPAC3H5.07,2.8797601501539773,-1.0341744998479854,-0.9830789399037752,-0.21616790573641942,-0.5090137827651433,-0.0479599098262522,0.10668156447696386,0.07609153768162846,0.015162293504950242
SPAC3H5.08c,0.11592600453978885,0.3773140165089395,0.44019807235106034,0.4045253733521956,0.42111844613322313,-1.1672153873927045,-0.19393661034307863,-0.059538797576394686,-0.10875764318578895
SPAC3H5.09c,-0.424601297865865,0.4849367138429145,0.029327849310601506,-0.38935833903718886,-0.7679177497737275,0.37704175812433416,0.13884490055311538,0.3199387728234778,0.21902235318288665
